Long Station Name,Collection Date,EC,Ca,Sacramento X2,Location,Area,WYT,Data
Grant Line/Fabian/Bell Canals nr Old R.,10/31/1990,817,32,92.89347904,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,11/13/1990,625,27,93.89378554,OMR,Interior,C,TT
Clifton Court Intake,11/13/1990,689,21,93.89378554,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),11/14/1990,859,18,93.90716742,OMR,Interior,C,TT
Rock Slough @ Old River,11/14/1990,848,18,93.90716742,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,11/14/1990,715,24,93.90716742,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,11/27/1990,618,24,93.19458317,OMR,Interior,C,TT
Rock Slough @ Old River,11/28/1990,949,29,92.60675328,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),11/28/1990,959,20,92.60675328,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,11/28/1990,829,38,92.60675328,SouthDelta,Interior,C,TT
Clifton Court Intake,12/11/1990,853,23,93.08539402,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,12/11/1990,542,22,93.08539402,OMR,Interior,C,TT
Rock Slough @ Old River,12/12/1990,1100,22,93.02603777,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),12/12/1990,1060,21,93.02603777,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,12/12/1990,781,22,93.02603777,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,1/2/1991,536,21,93.51732212,OMR,Interior,C,TT
Rock Slough @ Old River,1/2/1991,907,20,93.51732212,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/2/1991,880,20,93.51732212,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/2/1991,1100,52,93.51732212,SouthDelta,Interior,C,TT
Old River South of Rock Slough (St 5A),1/4/1991,860,21,93.20280671,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/15/1991,501,21,92.72130445,OMR,Interior,C,TT
Rock Slough @ Old River,1/16/1991,862,20,92.74078739,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/16/1991,861,20,92.74078739,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/16/1991,1150,56,92.74078739,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,1/29/1991,532,22,94.90599798,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),1/29/1991,878,21,94.90599798,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/29/1991,344,22,94.90599798,SJRcorridor,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,56,94.90599798,SJRcorridor,Interior,C,TT
Old River nr Tracy,1/29/1991,1320,65,94.90599798,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,61,94.90599798,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,23,94.90599798,SouthDelta,Interior,C,TT
Clifton Court Intake,1/31/1991,731,24,94.0793962,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),2/1/1991,881,22,94.15033685,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,2/13/1991,557,22,94.27904419,OMR,Interior,C,TT
Rock Slough @ Old River,2/14/1991,1070,23,93.77396204,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),2/14/1991,1090,22,93.77396204,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,2/14/1991,1080,50,93.77396204,SouthDelta,Interior,C,TT
Rock Slough @ Old River,2/25/1991,1080,23,94.18554964,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),2/25/1991,1080,23,94.18554964,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,2/25/1991,840,27,94.18554964,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,2/26/1991,610,23,94.34149831,OMR,Interior,C,TT
Clifton Court Intake,2/27/1991,840,24,95.15255136,OMR,Interior,C,TT
Old River South of Rock Slough (St 5A),3/1/1991,1050,23,95.64094598,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,3/11/1991,514,22,78.62871498,OMR,Interior,C,TT
Rock Slough @ Old River,3/12/1991,859,21,78.72735886,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),3/12/1991,779,21,78.72735886,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,3/12/1991,1210,56,78.72735886,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,3/25/1991,469,22,72.32639176,OMR,Interior,C,TT
Rock Slough @ Old River,3/26/1991,567,19,72.01442228,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),3/26/1991,549,18,72.01442228,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,36,72.01442228,SouthDelta,Interior,C,TT
Clifton Court Intake,3/27/1991,548,20,71.68911216,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/9/1991,320,17,70.47185036,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/9/1991,306,17,70.47185036,OMR,Interior,C,TT
Rock Slough @ Old River,4/9/1991,323,16,70.47185036,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,33,70.47185036,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,4/23/1991,294,18,85.01362795,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,62,85.01362795,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/23/1991,251,17,85.01362795,SJRcorridor,Interior,C,TT
Old River nr Tracy,4/23/1991,1510,70,85.01362795,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,63,85.01362795,SouthDelta,Interior,C,TT
Clifton Court Intake,4/24/1991,792,37,86.48122671,OMR,Interior,C,TT
Clifton Court Intake,5/21/1991,527,25,91.14886705,OMR,Interior,C,TT
Contra Costa PP Number 01,5/21/1991,537,19,91.14886705,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,5/21/1991,359,19,91.14886705,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),5/22/1991,613,19,90.63835999,OMR,Interior,C,TT
Rock Slough @ Old River,5/22/1991,596,19,90.63835999,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,22,90.63835999,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,6/11/1991,468,18,92.37007644,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),6/13/1991,719,18,92.96709129,OMR,Interior,C,TT
Rock Slough @ Old River,6/13/1991,713,18,92.96709129,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,6/13/1991,575,20,92.96709129,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,6/24/1991,705,18,92.83977948,OMR,Interior,C,TT
Clifton Court Intake,6/25/1991,607,19,93.04612539,OMR,Interior,C,TT
Rock Slough @ Old River,6/26/1991,647,17,92.70986559,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),6/26/1991,639,17,92.70986559,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,6/26/1991,636,20,92.70986559,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,6/28/1991,451,17,91.92518677,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/8/1991,414,16,90.66370954,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/10/1991,648,16,92.07471565,OMR,Interior,C,TT
Rock Slough @ Old River,7/10/1991,630,16,92.07471565,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1991,564,20,92.07471565,SouthDelta,Interior,C,TT
Clifton Court Intake,7/23/1991,528,18,91.47785985,OMR,Interior,C,TT
Rock Slough @ Old River,7/24/1991,596,15,92.78926842,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/24/1991,595,15,92.78926842,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/24/1991,404,15,92.78926842,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,49,92.78926842,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/24/1991,275,13,92.78926842,SJRcorridor,Interior,C,TT
Old River nr Tracy,7/24/1991,1110,54,92.78926842,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,48,92.78926842,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,30,92.78926842,SouthDelta,Interior,C,TT
Middle R @ Tracy Rd Bdg,7/24/1991,454,18,92.78926842,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,8/5/1991,415,15,91.32485805,OMR,Interior,C,TT
Rock Slough @ Old River,8/7/1991,546,14,92.52821793,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/7/1991,539,14,92.52821793,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1991,536,18,92.52821793,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/21/1991,699,15,88.57096592,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/21/1991,551,14,88.57096592,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,8/21/1991,347,14,88.57096592,OMR,Interior,C,TT
Rock Slough @ Old River,8/21/1991,550,13,88.57096592,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,49,88.57096592,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,8/21/1991,245,12,88.57096592,SJRcorridor,Interior,C,TT
Old River nr Tracy,8/21/1991,1140,57,88.57096592,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,50,88.57096592,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,37,88.57096592,SouthDelta,Interior,C,TT
Clifton Court Intake,9/10/1991,469,15,92.73110822,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,9/10/1991,323,13,92.73110822,OMR,Interior,C,TT
Contra Costa PP Number 01,9/11/1991,782,15,92.53683095,OMR,Interior,C,TT
Rock Slough @ Old River,9/12/1991,722,14,88.08357466,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),9/12/1991,702,14,88.08357466,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,9/12/1991,423,14,88.08357466,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,9/24/1991,365,15,90.17385402,OMR,Interior,C,TT
Rock Slough @ Old River,9/26/1991,741,15,89.13268814,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),9/26/1991,705,15,89.13268814,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,9/26/1991,457,15,89.13268814,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,10/8/1991,398,17,88.19157893,OMR,Interior,C,TT
Rock Slough @ Old River,10/10/1991,554,15,88.47167384,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),10/10/1991,563,14,88.47167384,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,16,88.47167384,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,10/23/1991,365,16,94.27657666,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),10/23/1991,665,15,94.27657666,OMR,Interior,C,TT
Rock Slough @ Old River,10/23/1991,637,15,94.27657666,OMR,Interior,C,TT
Contra Costa PP Number 01,10/23/1991,585,15,94.27657666,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,35,94.27657666,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,10/23/1991,160,11,94.27657666,SJRcorridor,Interior,C,TT
Old River nr Tracy,10/23/1991,1220,60,94.27657666,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,49,94.27657666,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,16,94.27657666,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,11/19/1991,836,18,93.6335894,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,11/21/1991,547,20,93.42904814,OMR,Interior,C,TT
Clifton Court Intake,11/21/1991,688,18,93.42904814,OMR,Interior,C,TT
Contra Costa PP Number 01,12/9/1991,988,19,94.2937316,OMR,Interior,C,TT
Clifton Court Intake,12/11/1991,810,26,94.35994762,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,12/11/1991,609,20,94.35994762,OMR,Interior,C,TT
Rock Slough @ Old River,12/19/1991,967,20,95.49778406,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),12/19/1991,950,20,95.49778406,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,12/19/1991,909,39,95.49778406,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,1/7/1992,519,24,93.01508883,OMR,Interior,C,TT
Contra Costa PP Number 01,1/23/1992,732,20,92.69366513,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,1/23/1992,455,20,92.69366513,OMR,Interior,C,TT
Rock Slough @ Old River,1/23/1992,792,19,92.69366513,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,50,92.69366513,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,1/23/1992,247,18,92.69366513,SJRcorridor,Interior,C,TT
Old River nr Tracy,1/23/1992,1150,54,92.69366513,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,51,92.69366513,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,22,92.69366513,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,2/24/1992,793,27,66.71267132,OMR,Interior,C,TT
Clifton Court Intake,2/25/1992,554,26,65.86224313,OMR,Interior,C,TT
Rock Slough @ Old River,3/11/1992,318,18,67.72093556,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),3/11/1992,302,17,67.72093556,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,21,67.72093556,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,3/24/1992,421,19,67.98576989,OMR,Interior,C,TT
Clifton Court Intake,3/26/1992,321,18,68.43776556,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,3/26/1992,290,18,68.43776556,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,4/7/1992,297,20,81.84286737,OMR,Interior,C,TT
Rock Slough @ Old River,4/8/1992,334,18,79.86326901,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/8/1992,327,18,79.86326901,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,18,79.86326901,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,4/22/1992,335,21,77.19407905,OMR,Interior,C,TT
Contra Costa PP Number 01,4/22/1992,362,18,77.19407905,OMR,Interior,C,TT
Rock Slough @ Old River,4/22/1992,330,18,77.19407905,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),4/22/1992,325,17,77.19407905,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,42,77.19407905,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,4/22/1992,231,16,77.19407905,SJRcorridor,Interior,C,TT
Old River nr Tracy,4/22/1992,1110,69,77.19407905,SouthDelta,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,49,77.19407905,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,20,77.19407905,SouthDelta,Interior,C,TT
Rock Slough @ Old River,5/5/1992,337,18,86.61933596,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),5/5/1992,331,17,86.61933596,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,21,86.61933596,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,5/7/1992,456,23,90.34949329,OMR,Interior,C,TT
Contra Costa PP Number 01,5/19/1992,451,19,92.35936602,OMR,Interior,C,TT
Clifton Court Intake,5/21/1992,463,22,91.77345049,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,5/21/1992,458,22,91.77345049,OMR,Interior,C,TT
Clifton Court Intake,6/4/1992,569,22,92.61021102,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/9/1992,535,21,88.84783983,OMR,Interior,C,TT
Rock Slough @ Old River,6/11/1992,947,21,90.14218042,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),6/11/1992,934,20,90.14218042,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,24,90.14218042,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,6/23/1992,885,20,92.2794422,OMR,Interior,C,TT
Clifton Court Intake,6/25/1992,724,22,90.85817896,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,6/25/1992,564,19,90.85817896,OMR,Interior,C,TT
Rock Slough @ Old River,7/9/1992,812,18,91.63677332,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/9/1992,795,18,91.63677332,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,22,91.63677332,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,7/22/1992,905,19,92.3938467,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),7/22/1992,909,18,92.3938467,OMR,Interior,C,TT
Rock Slough @ Old River,7/22/1992,899,18,92.3938467,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,7/22/1992,527,18,92.3938467,OMR,Interior,C,TT
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,43,92.3938467,SJRcorridor,Interior,C,TT
Little Connection Sl. @ Empire Tr.,7/22/1992,179,12,92.3938467,SJRcorridor,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,54,92.3938467,SouthDelta,Interior,C,TT
Old River nr Tracy,7/22/1992,1120,46,92.3938467,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,34,92.3938467,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,8/4/1992,571,18,93.425676,OMR,Interior,C,TT
Rock Slough @ Old River,8/6/1992,878,18,92.5804813,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/6/1992,840,18,92.5804813,OMR,Interior,C,TT
Contra Costa PP Number 01,8/19/1992,904,18,92.0935494,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),8/19/1992,915,17,92.0935494,OMR,Interior,C,TT
Rock Slough @ Old River,8/19/1992,901,17,92.0935494,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,8/19/1992,484,16,92.0935494,OMR,Interior,C,TT
Little Connection Sl. @ Empire Tr.,8/19/1992,163,12,92.0935494,SJRcorridor,Interior,C,TT
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,53,92.0935494,SouthDelta,Interior,C,TT
Old River nr Tracy,8/19/1992,1160,45,92.0935494,SouthDelta,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,29,92.0935494,SouthDelta,Interior,C,TT
Middle River at Bacon Island Bridge,9/1/1992,465,16,91.88565434,OMR,Interior,C,TT
Old River North of Rock Slough (St 4b),9/3/1992,930,18,90.77667797,OMR,Interior,C,TT
Rock Slough @ Old River,9/3/1992,933,17,90.77667797,OMR,Interior,C,TT
Grant Line/Fabian/Bell Canals nr Old R.,9/3/1992,956,48,90.77667797,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,9/22/1992,882,18,92.38888101,OMR,Interior,C,TT
Middle River at Bacon Island Bridge,9/24/1992,458,18,92.85385013,OMR,Interior,C,TT
Clifton Court Intake,9/24/1992,717,17,92.85385013,OMR,Interior,C,TT
Contra Costa PP Number 01,10/7/1992,900,20,92.45317986,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,10/7/1992,522,19,92.45317986,OMR,Interior,AN,TT
Rock Slough @ Old River,10/7/1992,849,18,92.45317986,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),10/7/1992,835,17,92.45317986,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,47,92.45317986,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,10/7/1992,232,14,92.45317986,SJRcorridor,Interior,AN,TT
Old River nr Tracy,10/7/1992,974,45,92.45317986,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,42,92.45317986,SouthDelta,Interior,AN,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,23,92.45317986,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,10/19/1992,534,19,94.57151352,OMR,Interior,AN,TT
Rock Slough @ Old River,10/20/1992,811,19,94.16017229,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),10/20/1992,766,19,94.16017229,OMR,Interior,AN,TT
Grant Line/Fabian/Bell Canals nr Old R.,10/20/1992,795,29,94.16017229,SouthDelta,Interior,AN,TT
Contra Costa PP Number 01,11/17/1992,943,21,94.87189975,OMR,Interior,AN,TT
Clifton Court Intake,11/19/1992,737,22,93.66767375,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,11/19/1992,607,22,93.66767375,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/8/1992,933,21,96.70881536,OMR,Interior,AN,TT
Clifton Court Intake,12/10/1992,875,38,95.44056579,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,12/10/1992,686,23,95.44056579,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/13/1993,633,24,64.09402935,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,1/13/1993,423,24,64.09402935,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,19,64.09402935,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,1/13/1993,247,17,64.09402935,SJRcorridor,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,22,64.09402935,SouthDelta,Interior,AN,TT
Old River nr Tracy,1/13/1993,332,19,64.09402935,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,1/26/1993,373,21,53.01541285,OMR,Interior,AN,TT
Rock Slough @ Old River,1/27/1993,294,19,54.16889291,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),1/27/1993,302,18,54.16889291,OMR,Interior,AN,TT
Clifton Court Intake,2/9/1993,345,20,67.78217395,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,2/9/1993,320,20,67.78217395,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/10/1993,361,19,66.22571537,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,2/16/1993,524,28,58.91466321,OMR,Interior,AN,TT
Rock Slough @ Old River,2/18/1993,290,19,59.5796831,OMR,Interior,AN,TT
Clifton Court Intake,3/9/1993,730,38,59.04059358,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,3/9/1993,471,26,59.04059358,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/11/1993,801,37,59.02850507,OMR,Interior,AN,TT
Rock Slough @ Old River,3/23/1993,301,20,56.65439542,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),3/23/1993,288,19,56.65439542,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,3/25/1993,416,25,54.90975845,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,4/8/1993,465,25,54.30864006,OMR,Interior,AN,TT
Clifton Court Intake,4/8/1993,400,22,54.30864006,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,4/21/1993,440,24,62.38347365,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/21/1993,265,16,62.38347365,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),4/21/1993,212,15,62.38347365,OMR,Interior,AN,TT
Rock Slough @ Old River,4/21/1993,211,14,62.38347365,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,28,62.38347365,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,4/21/1993,145,11,62.38347365,SJRcorridor,Interior,AN,TT
Old River nr Tracy,4/21/1993,802,40,62.38347365,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,30,62.38347365,SouthDelta,Interior,AN,TT
Contra Costa PP Number 01,5/12/1993,410,21,63.16142825,OMR,Interior,AN,TT
Clifton Court Intake,5/13/1993,456,24,61.911538,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,5/13/1993,411,22,61.911538,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/8/1993,250,14,57.7015985,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,6/10/1993,337,18,57.844797,OMR,Interior,AN,TT
Clifton Court Intake,6/10/1993,301,16,57.844797,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,7/8/1993,203,13,75.05380959,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/8/1993,159,10,75.05380959,OMR,Interior,AN,TT
Rock Slough @ Old River,7/8/1993,156,10,75.05380959,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),7/8/1993,148,10,75.05380959,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,44,75.05380959,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,7/8/1993,120,9,75.05380959,SJRcorridor,Interior,AN,TT
Old River nr Tracy,7/8/1993,950,51,75.05380959,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,44,75.05380959,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,7/20/1993,161,12,75.81769133,OMR,Interior,AN,TT
Clifton Court Intake,7/20/1993,166,11,75.81769133,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/22/1993,159,9,69.41514716,OMR,Interior,AN,TT
Clifton Court Intake,8/10/1993,348,20,70.9026113,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,8/10/1993,147,10,70.9026113,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/12/1993,185,10,71.58781984,OMR,Interior,AN,TT
Middle River at Bacon Island Bridge,9/1/1993,175,12,78.41118016,OMR,Interior,AN,TT
Rock Slough @ Old River,9/1/1993,216,11,78.41118016,OMR,Interior,AN,TT
Old River North of Rock Slough (St 4b),9/1/1993,212,11,78.41118016,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/1/1993,205,11,78.41118016,OMR,Interior,AN,TT
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,18,78.41118016,SJRcorridor,Interior,AN,TT
Little Connection Sl. @ Empire Tr.,9/1/1993,162,13,78.41118016,SJRcorridor,Interior,AN,TT
Old River nr Tracy,9/1/1993,530,28,78.41118016,SouthDelta,Interior,AN,TT
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,20,78.41118016,SouthDelta,Interior,AN,TT
Middle River at Bacon Island Bridge,9/21/1993,275,15,80.87356521,OMR,Interior,AN,TT
Clifton Court Intake,9/21/1993,245,13,80.87356521,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/23/1993,285,13,83.44869348,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/5/1993,368,15,83.89162437,OMR,Interior,C,TT
